STNAME,CTYNAME,Year,Population
Kentucky,Martin County,2012,12765
Kentucky,Mason County,2012,17447
Kentucky,Meade County,2012,29305
Kentucky,Menifee County,2012,6316
Kentucky,Mercer County,2012,21346
Kentucky,Metcalfe County,2012,9989
Kentucky,Monroe County,2012,10842
Kentucky,Montgomery County,2012,26873
Kentucky,Morgan County,2012,13475
Kentucky,Muhlenberg County,2012,31357
Kentucky,Nelson County,2012,44370
Kentucky,Nicholas County,2012,7028
Kentucky,Ohio County,2012,24048
Kentucky,Oldham County,2012,62145
Kentucky,Owen County,2012,10756
Kentucky,Owsley County,2012,4684
Kentucky,Pendleton County,2012,14529
Kentucky,Perry County,2012,28272
Kentucky,Pike County,2012,64275
Kentucky,Powell County,2012,12476
Kentucky,Pulaski County,2012,63484
Kentucky,Robertson County,2012,2214
Kentucky,Rockcastle County,2012,17076
Kentucky,Rowan County,2012,23423
Kentucky,Russell County,2012,17545
Kentucky,Scott County,2012,49053
Kentucky,Shelby County,2012,43667
Kentucky,Simpson County,2012,17578
Kentucky,Spencer County,2012,17406
Kentucky,Taylor County,2012,24803
Kentucky,Todd County,2012,12644
Kentucky,Trigg County,2012,14390
Kentucky,Trimble County,2012,8818
Kentucky,Union County,2012,15108
Kentucky,Warren County,2012,116936
Kentucky,Washington County,2012,11871
Kentucky,Wayne County,2012,20776
Kentucky,Webster County,2012,13472
Kentucky,Whitley County,2012,35627
Kentucky,Wolfe County,2012,7190
Kentucky,Woodford County,2012,25058
Louisiana,Louisiana,2012,4603676
Louisiana,Acadia Parish,2012,61850
Louisiana,Allen Parish,2012,25565
Louisiana,Ascension Parish,2012,112227
Louisiana,Assumption Parish,2012,23065
Louisiana,Avoyelles Parish,2012,41586
Louisiana,Beauregard Parish,2012,36292
Louisiana,Bienville Parish,2012,14160
Louisiana,Bossier Parish,2012,123145
Louisiana,Caddo Parish,2012,257346
Louisiana,Calcasieu Parish,2012,194499
Louisiana,Caldwell Parish,2012,10010
Louisiana,Cameron Parish,2012,6629
Louisiana,Catahoula Parish,2012,10260
Louisiana,Claiborne Parish,2012,16861
Louisiana,Concordia Parish,2012,20442
Louisiana,De Soto Parish,2012,26975
Louisiana,East Baton Rouge Parish,2012,444135
Louisiana,East Carroll Parish,2012,7568
Louisiana,East Feliciana Parish,2012,19956
Louisiana,Evangeline Parish,2012,33717
Louisiana,Franklin Parish,2012,20599
Louisiana,Grant Parish,2012,22380
Louisiana,Iberia Parish,2012,73920
Louisiana,Iberville Parish,2012,33307
Louisiana,Jackson Parish,2012,16239
Louisiana,Jefferson Parish,2012,434413
Louisiana,Jefferson Davis Parish,2012,31427
Louisiana,Lafayette Parish,2012,227130
Louisiana,Lafourche Parish,2012,97035
Louisiana,LaSalle Parish,2012,14873
Louisiana,Lincoln Parish,2012,47088
Louisiana,Livingston Parish,2012,131894
Louisiana,Madison Parish,2012,12191
Louisiana,Morehouse Parish,2012,27433
Louisiana,Natchitoches Parish,2012,39476
Louisiana,Orleans Parish,2012,370011
Louisiana,Ouachita Parish,2012,155272
Louisiana,Plaquemines Parish,2012,23896
Louisiana,Pointe Coupee Parish,2012,22697
Louisiana,Rapides Parish,2012,132079
Louisiana,Red River Parish,2012,9022
Louisiana,Richland Parish,2012,20909
Louisiana,Sabine Parish,2012,24303
Louisiana,St. Bernard Parish,2012,41509
Louisiana,St. Charles Parish,2012,52481
Louisiana,St. Helena Parish,2012,11038
Louisiana,St. James Parish,2012,21668
Louisiana,St. John the Baptist Parish,2012,44737
Louisiana,St. Landry Parish,2012,83476
Louisiana,St. Martin Parish,2012,52710
Louisiana,St. Mary Parish,2012,53530
Louisiana,St. Tammany Parish,2012,239344
Louisiana,Tangipahoa Parish,2012,123672
Louisiana,Tensas Parish,2012,4961
Louisiana,Terrebonne Parish,2012,111754
Louisiana,Union Parish,2012,22528
Louisiana,Vermilion Parish,2012,58637
Louisiana,Vernon Parish,2012,54162
Louisiana,Washington Parish,2012,46636
Louisiana,Webster Parish,2012,40907
Louisiana,West Baton Rouge Parish,2012,24067
Louisiana,West Carroll Parish,2012,11493
Louisiana,West Feliciana Parish,2012,15436
Louisiana,Winn Parish,2012,15048
Maine,Maine,2012,1328888
Maine,Androscoggin County,2012,107558
Maine,Aroostook County,2012,70729
Maine,Cumberland County,2012,284103
Maine,Franklin County,2012,30634
Maine,Hancock County,2012,54548
Maine,Kennebec County,2012,121657
Maine,Knox County,2012,39635
Maine,Lincoln County,2012,34213
Maine,Oxford County,2012,57501
Maine,Penobscot County,2012,153607
Maine,Piscataquis County,2012,17269
Maine,Sagadahoc County,2012,35114
Maine,Somerset County,2012,51855
Maine,Waldo County,2012,38914
Maine,Washington County,2012,32519
Maine,York County,2012,199032
Maryland,Maryland,2012,5890740
Maryland,Allegany County,2012,73982
Maryland,Anne Arundel County,2012,550700
Maryland,Baltimore County,2012,818533
Maryland,Calvert County,2012,89665
Maryland,Caroline County,2012,32635
Maryland,Carroll County,2012,167197
Maryland,Cecil County,2012,101767
Maryland,Charles County,2012,150796
Maryland,Dorchester County,2012,32479
Maryland,Frederick County,2012,239569
Maryland,Garrett County,2012,29899
Maryland,Harford County,2012,248642
Maryland,Howard County,2012,299684
Maryland,Kent County,2012,19983
Maryland,Montgomery County,2012,1006472
Maryland,Prince George's County,2012,882971
Maryland,Queen Anne's County,2012,48531
Maryland,St. Mary's County,2012,109019
Maryland,Somerset County,2012,26114
Maryland,Talbot County,2012,38053
Maryland,Washington County,2012,149203
Maryland,Wicomico County,2012,100590
Maryland,Worcester County,2012,51551
Maryland,Baltimore city,2012,622705
Massachusetts,Massachusetts,2012,6657780
Massachusetts,Barnstable County,2012,214806
Massachusetts,Berkshire County,2012,130171
Massachusetts,Bristol County,2012,551009
Massachusetts,Dukes County,2012,16788
Massachusetts,Essex County,2012,757050
Massachusetts,Franklin County,2012,71506
Massachusetts,Hampden County,2012,466569
Massachusetts,Hampshire County,2012,160406
Massachusetts,Middlesex County,2012,1540714
Massachusetts,Nantucket County,2012,10331
Massachusetts,Norfolk County,2012,682997
Massachusetts,Plymouth County,2012,499510
Massachusetts,Suffolk County,2012,749610
Massachusetts,Worcester County,2012,806313
Michigan,Michigan,2012,9886879
Michigan,Alcona County,2012,10607
Michigan,Alger County,2012,9496
Michigan,Allegan County,2012,111898
Michigan,Alpena County,2012,29219
Michigan,Antrim County,2012,23337
Michigan,Arenac County,2012,15496
Michigan,Baraga County,2012,8715
Michigan,Barry County,2012,59070
Michigan,Bay County,2012,107121
Michigan,Benzie County,2012,17390
Michigan,Berrien County,2012,156015
Michigan,Branch County,2012,43770
Michigan,Calhoun County,2012,134750
Michigan,Cass County,2012,52036
Michigan,Charlevoix County,2012,26071
Michigan,Cheboygan County,2012,25779
Michigan,Chippewa County,2012,39003
Michigan,Clare County,2012,30788
Michigan,Clinton County,2012,76463
Michigan,Crawford County,2012,13994
Michigan,Delta County,2012,36848
Michigan,Dickinson County,2012,26215
Michigan,Eaton County,2012,108023
Michigan,Emmet County,2012,32890
Michigan,Genesee County,2012,418110
Michigan,Gladwin County,2012,25515
Michigan,Gogebic County,2012,16035
Michigan,Grand Traverse County,2012,88988
Michigan,Gratiot County,2012,42035
Michigan,Hillsdale County,2012,46283
Michigan,Houghton County,2012,36827
Michigan,Huron County,2012,32471
Michigan,Ingham County,2012,282386
Michigan,Ionia County,2012,63911
Michigan,Iosco County,2012,25370
Michigan,Iron County,2012,11573
Michigan,Isabella County,2012,70631
Michigan,Jackson County,2012,160137
Michigan,Kalamazoo County,2012,254969
Michigan,Kalkaska County,2012,17085
Michigan,Kent County,2012,615025
Michigan,Keweenaw County,2012,2206
Michigan,Lake County,2012,11482
Michigan,Lapeer County,2012,88230
Michigan,Leelanau County,2012,21623
Michigan,Lenawee County,2012,99018
Michigan,Livingston County,2012,183072
Michigan,Luce County,2012,6498
Michigan,Mackinac County,2012,11135
Michigan,Macomb County,2012,848293
Michigan,Manistee County,2012,24627
Michigan,Marquette County,2012,67813
Michigan,Mason County,2012,28677
Michigan,Mecosta County,2012,43519
Michigan,Menominee County,2012,23748
Michigan,Midland County,2012,83660
Michigan,Missaukee County,2012,15031
Michigan,Monroe County,2012,150878
Michigan,Montcalm County,2012,63103
Michigan,Montmorency County,2012,9494
Michigan,Muskegon County,2012,170129
Michigan,Newaygo County,2012,47952
Michigan,Oakland County,2012,1221391
Michigan,Oceana County,2012,26251
Michigan,Ogemaw County,2012,21424
Michigan,Ontonagon County,2012,6408
Michigan,Osceola County,2012,23265
Michigan,Oscoda County,2012,8593
Michigan,Otsego County,2012,24048
Michigan,Ottawa County,2012,269616
Michigan,Presque Isle County,2012,13120
Michigan,Roscommon County,2012,24140
Michigan,Saginaw County,2012,198329
Michigan,St. Clair County,2012,160549
Michigan,St. Joseph County,2012,60953
Michigan,Sanilac County,2012,42334
Michigan,Schoolcraft County,2012,8360
Michigan,Shiawassee County,2012,69269
Michigan,Tuscola County,2012,54714
Michigan,Van Buren County,2012,75258
Michigan,Washtenaw County,2012,351213
Michigan,Wayne County,2012,1792514
Michigan,Wexford County,2012,32597
Minnesota,Minnesota,2012,5380443
Minnesota,Aitkin County,2012,15934
Minnesota,Anoka County,2012,336021
Minnesota,Becker County,2012,33019
Minnesota,Beltrami County,2012,45229
Minnesota,Benton County,2012,38881
Minnesota,Big Stone County,2012,5166
Minnesota,Blue Earth County,2012,65067
Minnesota,Brown County,2012,25408
Minnesota,Carlton County,2012,35324
Minnesota,Carver County,2012,93923
Minnesota,Cass County,2012,28419
Minnesota,Chippewa County,2012,12147
Minnesota,Chisago County,2012,53479
Minnesota,Clay County,2012,60218
Minnesota,Clearwater County,2012,8676
Minnesota,Cook County,2012,5177
Minnesota,Cottonwood County,2012,11646
Minnesota,Crow Wing County,2012,62854
Minnesota,Dakota County,2012,404925
Minnesota,Dodge County,2012,20242
Minnesota,Douglas County,2012,36435
Minnesota,Faribault County,2012,14247
Minnesota,Fillmore County,2012,20882
Minnesota,Freeborn County,2012,31042
Minnesota,Goodhue County,2012,46402
Minnesota,Grant County,2012,5945
Minnesota,Hennepin County,2012,1184617
Minnesota,Houston County,2012,18813
Minnesota,Hubbard County,2012,20444
Minnesota,Isanti County,2012,38239
Minnesota,Itasca County,2012,45240
Minnesota,Jackson County,2012,10287
Minnesota,Kanabec County,2012,15989
Minnesota,Kandiyohi County,2012,42439
Minnesota,Kittson County,2012,4507
Minnesota,Koochiching County,2012,13187
Minnesota,Lac qui Parle County,2012,7123
Minnesota,Lake County,2012,10834
Minnesota,Lake of the Woods County,2012,3961
Minnesota,Le Sueur County,2012,27650
Minnesota,Lincoln County,2012,5806
Minnesota,Lyon County,2012,25723
Minnesota,McLeod County,2012,36016
Minnesota,Mahnomen County,2012,5520
Minnesota,Marshall County,2012,9475
Minnesota,Martin County,2012,20472
Minnesota,Meeker County,2012,23070
Minnesota,Mille Lacs County,2012,25737
Minnesota,Morrison County,2012,33089
Minnesota,Mower County,2012,39312
Minnesota,Murray County,2012,8586
Minnesota,Nicollet County,2012,32947
Minnesota,Nobles County,2012,21687
Minnesota,Norman County,2012,6640
Minnesota,Olmsted County,2012,147048
Minnesota,Otter Tail County,2012,57305
Minnesota,Pennington County,2012,14094
Minnesota,Pine County,2012,29216
Minnesota,Pipestone County,2012,9383
Minnesota,Polk County,2012,31489
Minnesota,Pope County,2012,10912
Minnesota,Ramsey County,2012,521288
Minnesota,Red Lake County,2012,4075
Minnesota,Redwood County,2012,15867
Minnesota,Renville County,2012,15355
Minnesota,Rice County,2012,64557
Minnesota,Rock County,2012,9554
Minnesota,Roseau County,2012,15507
Minnesota,St. Louis County,2012,200383
Minnesota,Scott County,2012,135265
Minnesota,Sherburne County,2012,89555
Minnesota,Sibley County,2012,15109
Minnesota,Stearns County,2012,151683
Minnesota,Steele County,2012,36302
Minnesota,Stevens County,2012,9737
Minnesota,Swift County,2012,9611
Minnesota,Todd County,2012,24545
Minnesota,Traverse County,2012,3427
Minnesota,Wabasha County,2012,21408
Minnesota,Wadena County,2012,13697
Minnesota,Waseca County,2012,19184
Minnesota,Washington County,2012,244138
Minnesota,Watonwan County,2012,11125
Minnesota,Wilkin County,2012,6614
Minnesota,Winona County,2012,51362
Minnesota,Wright County,2012,127372
Minnesota,Yellow Medicine County,2012,10158
Mississippi,Mississippi,2012,2985660
Mississippi,Adams County,2012,32168
Mississippi,Alcorn County,2012,37233
Mississippi,Amite County,2012,12966
Mississippi,Attala County,2012,19103
Mississippi,Benton County,2012,8649
Mississippi,Bolivar County,2012,34033
Mississippi,Calhoun County,2012,14843
Mississippi,Carroll County,2012,10398
Mississippi,Chickasaw County,2012,17439
Mississippi,Choctaw County,2012,8358
Mississippi,Claiborne County,2012,9374
Mississippi,Clarke County,2012,16501
Mississippi,Clay County,2012,20376
Mississippi,Coahoma County,2012,25681
Mississippi,Copiah County,2012,28913
Mississippi,Covington County,2012,19537
Mississippi,DeSoto County,2012,166367
Mississippi,Forrest County,2012,76728
Mississippi,Franklin County,2012,7887
Mississippi,George County,2012,22891
Mississippi,Greene County,2012,14287
Mississippi,Grenada County,2012,21602
Mississippi,Hancock County,2012,45327
Mississippi,Harrison County,2012,193700
Mississippi,Hinds County,2012,248181
Mississippi,Holmes County,2012,19053
Mississippi,Humphreys County,2012,9210
Mississippi,Issaquena County,2012,1408
Mississippi,Itawamba County,2012,23390
Mississippi,Jackson County,2012,139995
Mississippi,Jasper County,2012,16539
Mississippi,Jefferson County,2012,7648
Mississippi,Jefferson Davis County,2012,12079
Mississippi,Jones County,2012,68284
Mississippi,Kemper County,2012,10356
Mississippi,Lafayette County,2012,50377
Mississippi,Lamar County,2012,57853
Mississippi,Lauderdale County,2012,80282
Mississippi,Lawrence County,2012,12605
Mississippi,Leake County,2012,23228
Mississippi,Lee County,2012,85075
Mississippi,Leflore County,2012,31555
Mississippi,Lincoln County,2012,34834
Mississippi,Lowndes County,2012,59623
Mississippi,Madison County,2012,98488
Mississippi,Marion County,2012,26362
Mississippi,Marshall County,2012,36564
Mississippi,Monroe County,2012,36391
Mississippi,Montgomery County,2012,10560
Mississippi,Neshoba County,2012,29684
Mississippi,Newton County,2012,21597
Mississippi,Noxubee County,2012,11170
Mississippi,Oktibbeha County,2012,48960
Mississippi,Panola County,2012,34428
Mississippi,Pearl River County,2012,55088
Mississippi,Perry County,2012,12084
Mississippi,Pike County,2012,40081
Mississippi,Pontotoc County,2012,30350
Mississippi,Prentiss County,2012,25317
Mississippi,Quitman County,2012,7799
Mississippi,Rankin County,2012,145560
Mississippi,Scott County,2012,28249
Mississippi,Sharkey County,2012,4787
Mississippi,Simpson County,2012,27372
Mississippi,Smith County,2012,16334
Mississippi,Stone County,2012,18049
Mississippi,Sunflower County,2012,28468
Mississippi,Tallahatchie County,2012,15093
Mississippi,Tate County,2012,28501
Mississippi,Tippah County,2012,21957
Mississippi,Tishomingo County,2012,19605
Mississippi,Tunica County,2012,10445
Mississippi,Union County,2012,27363
Mississippi,Walthall County,2012,15098
Mississippi,Warren County,2012,48123
Mississippi,Washington County,2012,50068
Mississippi,Wayne County,2012,20624
Mississippi,Webster County,2012,10052
Mississippi,Wilkinson County,2012,9459
Mississippi,Winston County,2012,18970
Mississippi,Yalobusha County,2012,12359
Mississippi,Yazoo County,2012,28265
Missouri,Missouri,2012,6025468
Missouri,Adair County,2012,25643
Missouri,Andrew County,2012,17391
Missouri,Atchison County,2012,5518
Missouri,Audrain County,2012,25626
Missouri,Barry County,2012,35678
Missouri,Barton County,2012,12345
Missouri,Bates County,2012,16696
Missouri,Benton County,2012,18942
Missouri,Bollinger County,2012,12402
Missouri,Boone County,2012,168730
Missouri,Buchanan County,2012,89822
Missouri,Butler County,2012,42997
Missouri,Caldwell County,2012,9113
Missouri,Callaway County,2012,44440
Missouri,Camden County,2012,43883
Missouri,Cape Girardeau County,2012,77121
Missouri,Carroll County,2012,9102
Missouri,Carter County,2012,6263
Missouri,Cass County,2012,100505
Missouri,Cedar County,2012,13830
Missouri,Chariton County,2012,7657
Missouri,Christian County,2012,79753
Missouri,Clark County,2012,6977
Missouri,Clay County,2012,227486
Missouri,Clinton County,2012,20481
Missouri,Cole County,2012,76365
Missouri,Cooper County,2012,17534
Missouri,Crawford County,2012,24778
Missouri,Dade County,2012,7561
Missouri,Dallas County,2012,16779
Missouri,Daviess County,2012,8261
Missouri,DeKalb County,2012,12877
Missouri,Dent County,2012,15622
Missouri,Douglas County,2012,13587
Missouri,Dunklin County,2012,31861
Missouri,Franklin County,2012,101353
Missouri,Gasconade County,2012,14990
Missouri,Gentry County,2012,6806
Missouri,Greene County,2012,280707
Missouri,Grundy County,2012,10337
Missouri,Harrison County,2012,8739
Missouri,Henry County,2012,22155
Missouri,Hickory County,2012,9390
Missouri,Holt County,2012,4660
Missouri,Howard County,2012,10189
Missouri,Howell County,2012,40575
Missouri,Iron County,2012,10425
Missouri,Jackson County,2012,677558
Missouri,Jasper County,2012,115423
Missouri,Jefferson County,2012,220150
Missouri,Johnson County,2012,54465
Missouri,Knox County,2012,4087
Missouri,Laclede County,2012,35413
Missouri,Lafayette County,2012,33104
Missouri,Lawrence County,2012,38397
Missouri,Lewis County,2012,10160
Missouri,Lincoln County,2012,53345
Missouri,Linn County,2012,12481
Missouri,Livingston County,2012,15052
Missouri,McDonald County,2012,22917
Missouri,Macon County,2012,15546
Missouri,Madison County,2012,12478
Missouri,Maries County,2012,9046
Missouri,Marion County,2012,28804
Missouri,Mercer County,2012,3717
Missouri,Miller County,2012,24736
Missouri,Mississippi County,2012,14298
Missouri,Moniteau County,2012,15685
Missouri,Monroe County,2012,8688
Missouri,Montgomery County,2012,12018
Missouri,Morgan County,2012,20133
Missouri,New Madrid County,2012,18483
Missouri,Newton County,2012,59071
Missouri,Nodaway County,2012,23375
Missouri,Oregon County,2012,11003
Missouri,Osage County,2012,13860
Missouri,Ozark County,2012,9618
Missouri,Pemiscot County,2012,18105
Missouri,Perry County,2012,19047
Missouri,Pettis County,2012,42288
Missouri,Phelps County,2012,45227
Missouri,Pike County,2012,18532
Missouri,Platte County,2012,92090
Missouri,Polk County,2012,31078
Missouri,Pulaski County,2012,53401
Missouri,Putnam County,2012,4937
Missouri,Ralls County,2012,10259
Missouri,Randolph County,2012,25309
Missouri,Ray County,2012,23053
Missouri,Reynolds County,2012,6660
Missouri,Ripley County,2012,14030
Missouri,St. Charles County,2012,369048
Missouri,St. Clair County,2012,9511
Missouri,Ste. Genevieve County,2012,17872
Missouri,St. Francois County,2012,65841
Missouri,St. Louis County,2012,1000775
Missouri,Saline County,2012,23472
Missouri,Schuyler County,2012,4394
Missouri,Scotland County,2012,4888
Missouri,Scott County,2012,39123
Missouri,Shannon County,2012,8326
Missouri,Shelby County,2012,6236
Missouri,Stoddard County,2012,29833
Missouri,Stone County,2012,31627
Missouri,Sullivan County,2012,6563
Missouri,Taney County,2012,52992
Missouri,Texas County,2012,25757
Missouri,Vernon County,2012,20762
Missouri,Warren County,2012,32791
Missouri,Washington County,2012,25104
Missouri,Wayne County,2012,13373
Missouri,Webster County,2012,36326
Missouri,Worth County,2012,2081
Missouri,Wright County,2012,18611
Missouri,St. Louis city,2012,319083
Montana,Montana,2012,1005157
Montana,Beaverhead County,2012,9351
Montana,Big Horn County,2012,12994
Montana,Blaine County,2012,6643
Montana,Broadwater County,2012,5749
Montana,Carbon County,2012,10124
Montana,Carter County,2012,1176
Montana,Cascade County,2012,81767
Montana,Chouteau County,2012,5936
Montana,Custer County,2012,11839
Montana,Daniels County,2012,1783
Montana,Dawson County,2012,9247
Montana,Deer Lodge County,2012,9223
Montana,Fallon County,2012,3026
Montana,Fergus County,2012,11450
Montana,Flathead County,2012,91616
Montana,Gallatin County,2012,92600
Montana,Garfield County,2012,1265
Montana,Glacier County,2012,13659
Montana,Golden Valley County,2012,842
Montana,Granite County,2012,3108
Montana,Hill County,2012,16435
Montana,Jefferson County,2012,11382
Montana,Judith Basin County,2012,2023
Montana,Lake County,2012,29025
Montana,Lewis and Clark County,2012,64857
Montana,Liberty County,2012,2397
Montana,Lincoln County,2012,19478
Montana,McCone County,2012,1698
Montana,Madison County,2012,7723
Montana,Meagher County,2012,1903
Montana,Mineral County,2012,4169
Montana,Missoula County,2012,111077
Montana,Musselshell County,2012,4682
Montana,Park County,2012,15574
Montana,Petroleum County,2012,509
Montana,Phillips County,2012,4120
Montana,Pondera County,2012,6182
Montana,Powder River County,2012,1758
Montana,Powell County,2012,7087
Montana,Prairie County,2012,1154
Montana,Ravalli County,2012,40625
Montana,Richland County,2012,10805
Montana,Roosevelt County,2012,10891
Montana,Rosebud County,2012,9371
Montana,Sanders County,2012,11371
Montana,Sheridan County,2012,3579
Montana,Silver Bow County,2012,34484
Montana,Stillwater County,2012,9199
Montana,Sweet Grass County,2012,3598
Montana,Teton County,2012,6070
Montana,Toole County,2012,5231
Montana,Treasure County,2012,732
Montana,Valley County,2012,7497
Montana,Wheatland County,2012,2100
Montana,Wibaux County,2012,1056
Montana,Yellowstone County,2012,151917
Nebraska,Nebraska,2012,1855973
Nebraska,Adams County,2012,31388
Nebraska,Antelope County,2012,6529
Nebraska,Arthur County,2012,482
Nebraska,Banner County,2012,765
Nebraska,Blaine County,2012,512
Nebraska,Boone County,2012,5416
Nebraska,Box Butte County,2012,11279
Nebraska,Boyd County,2012,2061
Nebraska,Brown County,2012,3026
Nebraska,Buffalo County,2012,47655
Nebraska,Burt County,2012,6685
Nebraska,Butler County,2012,8308
Nebraska,Cass County,2012,25161
Nebraska,Cedar County,2012,8758
Nebraska,Chase County,2012,4031
Nebraska,Cherry County,2012,5730
Nebraska,Cheyenne County,2012,10059
Nebraska,Clay County,2012,6414
Nebraska,Colfax County,2012,10552
Nebraska,Cuming County,2012,9098
Nebraska,Custer County,2012,10790
Nebraska,Dakota County,2012,20793
Nebraska,Dawes County,2012,9183
Nebraska,Dawson County,2012,24055
Nebraska,Deuel County,2012,1972
Nebraska,Dixon County,2012,5910
Nebraska,Dodge County,2012,36645
Nebraska,Douglas County,2012,531554
Nebraska,Dundy County,2012,1990
Nebraska,Fillmore County,2012,5731
Nebraska,Franklin County,2012,3191
Nebraska,Frontier County,2012,2735
Nebraska,Furnas County,2012,4903
Nebraska,Gage County,2012,21746
Nebraska,Garden County,2012,1964
Nebraska,Garfield County,2012,1985
Nebraska,Gosper County,2012,2034
Nebraska,Grant County,2012,617
Nebraska,Greeley County,2012,2455
Nebraska,Hall County,2012,60333
Nebraska,Hamilton County,2012,9021
Nebraska,Harlan County,2012,3416
Nebraska,Hayes County,2012,947
Nebraska,Hitchcock County,2012,2884
Nebraska,Holt County,2012,10403
Nebraska,Hooker County,2012,712
Nebraska,Howard County,2012,6308
Nebraska,Jefferson County,2012,7536
Nebraska,Johnson County,2012,5165
Nebraska,Kearney County,2012,6515
Nebraska,Keith County,2012,8214
Nebraska,Keya Paha County,2012,797
Nebraska,Kimball County,2012,3775
Nebraska,Knox County,2012,8586
Nebraska,Lancaster County,2012,293624
Nebraska,Lincoln County,2012,36008
Nebraska,Logan County,2012,773
Nebraska,Loup County,2012,600
Nebraska,McPherson County,2012,504
Nebraska,Madison County,2012,35115
Nebraska,Merrick County,2012,7799
Nebraska,Morrill County,2012,4871
Nebraska,Nance County,2012,3708
Nebraska,Nemaha County,2012,7196
Nebraska,Nuckolls County,2012,4429
Nebraska,Otoe County,2012,15755
Nebraska,Pawnee County,2012,2777
Nebraska,Perkins County,2012,2939
Nebraska,Phelps County,2012,9222
Nebraska,Pierce County,2012,7170
Nebraska,Platte County,2012,32615
Nebraska,Polk County,2012,5286
Nebraska,Red Willow County,2012,11015
Nebraska,Richardson County,2012,8289
Nebraska,Rock County,2012,1377
Nebraska,Saline County,2012,14476
Nebraska,Sarpy County,2012,165875
Nebraska,Saunders County,2012,20824
Nebraska,Scotts Bluff County,2012,36913
Nebraska,Seward County,2012,16977
Nebraska,Sheridan County,2012,5352
Nebraska,Sherman County,2012,3124
Nebraska,Sioux County,2012,1322
Nebraska,Stanton County,2012,6102
Nebraska,Thayer County,2012,5156
Nebraska,Thomas County,2012,691
Nebraska,Thurston County,2012,6921
Nebraska,Valley County,2012,4233
Nebraska,Washington County,2012,20294
Nebraska,Wayne County,2012,9498
Nebraska,Webster County,2012,3755
Nebraska,Wheeler County,2012,795
Nebraska,York County,2012,13819
Nevada,Nevada,2012,2754874
Nevada,Churchill County,2012,24340
Nevada,Clark County,2012,1998204
Nevada,Douglas County,2012,46986
Nevada,Elko County,2012,51106
Nevada,Esmeralda County,2012,770
Nevada,Eureka County,2012,1992
Nevada,Humboldt County,2012,17090
Nevada,Lander County,2012,5930
Nevada,Lincoln County,2012,5337
Nevada,Lyon County,2012,51115
Nevada,Mineral County,2012,4667
Nevada,Nye County,2012,42899
Nevada,Pershing County,2012,6773
Nevada,Storey County,2012,3914
Nevada,Washoe County,2012,429173
Nevada,White Pine County,2012,9980
Nevada,Carson City,2012,54598
New Hampshire,New Hampshire,2012,1321393
New Hampshire,Belknap County,2012,60422
New Hampshire,Carroll County,2012,47664
New Hampshire,Cheshire County,2012,76763
New Hampshire,Coos County,2012,31995
New Hampshire,Grafton County,2012,89277
New Hampshire,Hillsborough County,2012,402641
New Hampshire,Merrimack County,2012,146987
New Hampshire,Rockingham County,2012,297837
New Hampshire,Strafford County,2012,124624
New Hampshire,Sullivan County,2012,43183
New Jersey,New Jersey,2012,8874893
New Jersey,Atlantic County,2012,275763
New Jersey,Bergen County,2012,920006
New Jersey,Burlington County,2012,451227
New Jersey,Camden County,2012,512993
New Jersey,Cape May County,2012,96447
New Jersey,Cumberland County,2012,157677
New Jersey,Essex County,2012,787707
New Jersey,Gloucester County,2012,289719
New Jersey,Hudson County,2012,656840
New Jersey,Hunterdon County,2012,126495
New Jersey,Mercer County,2012,369171
New Jersey,Middlesex County,2012,824638
New Jersey,Monmouth County,2012,629075
New Jersey,Morris County,2012,497395
New Jersey,Ocean County,2012,580592
New Jersey,Passaic County,2012,505392
New Jersey,Salem County,2012,65656
New Jersey,Somerset County,2012,328674
New Jersey,Sussex County,2012,147048
New Jersey,Union County,2012,544840
New Jersey,Warren County,2012,107538
New Mexico,New Mexico,2012,2084792
New Mexico,Bernalillo County,2012,672948
New Mexico,Catron County,2012,3643
New Mexico,Chaves County,2012,65786
New Mexico,Cibola County,2012,27329
New Mexico,Colfax County,2012,13226
New Mexico,Curry County,2012,50713
New Mexico,De Baca County,2012,1938
New Mexico,Doña Ana County,2012,214428
New Mexico,Eddy County,2012,54419
New Mexico,Grant County,2012,29331
New Mexico,Guadalupe County,2012,4613
New Mexico,Harding County,2012,696
New Mexico,Hidalgo County,2012,4786
New Mexico,Lea County,2012,66258
New Mexico,Lincoln County,2012,20200
New Mexico,Los Alamos County,2012,18168
New Mexico,Luna County,2012,24997
New Mexico,McKinley County,2012,72709
New Mexico,Mora County,2012,4678
New Mexico,Otero County,2012,66002
New Mexico,Quay County,2012,8812
New Mexico,Rio Arriba County,2012,40246
New Mexico,Roosevelt County,2012,20340
New Mexico,Sandoval County,2012,135397
New Mexico,San Juan County,2012,128359
New Mexico,San Miguel County,2012,29028
New Mexico,Santa Fe County,2012,146326
New Mexico,Sierra County,2012,11878
New Mexico,Socorro County,2012,17524
New Mexico,Taos County,2012,32830
New Mexico,Torrance County,2012,16080
New Mexico,Union County,2012,4426
New Mexico,Valencia County,2012,76678
New York,New York,2012,19606981
New York,Albany County,2012,306419
New York,Allegany County,2012,48258
New York,Bronx County,2012,1415240
New York,Broome County,2012,198779
New York,Cattaraugus County,2012,79383
New York,Cayuga County,2012,79653
New York,Chautauqua County,2012,133424
New York,Chemung County,2012,89277
New York,Chenango County,2012,49872
New York,Clinton County,2012,81863
New York,Columbia County,2012,62551
