Notes	State	State Code	County	County Code	Yearly July 1st Estimates	Yearly July 1st Estimates Code	Population
	Alabama	01	Colbert County, AL	01033	2005	2005	54359
	Alabama	01	Colbert County, AL	01033	2006	2006	54413
	Alabama	01	Colbert County, AL	01033	2007	2007	54486
	Alabama	01	Colbert County, AL	01033	2008	2008	54473
	Alabama	01	Colbert County, AL	01033	2009	2009	54426
	Alabama	01	Colbert County, AL	01033	2010	2010	54527
	Alabama	01	Colbert County, AL	01033	2011	2011	54545
	Alabama	01	Colbert County, AL	01033	2012	2012	54578
	Alabama	01	Colbert County, AL	01033	2013	2013	54544
	Alabama	01	Colbert County, AL	01033	2014	2014	54484
	Alabama	01	Colbert County, AL	01033	2015	2015	54439
	Alabama	01	Conecuh County, AL	01035	2003	2003	13585
	Alabama	01	Conecuh County, AL	01035	2004	2004	13430
	Alabama	01	Conecuh County, AL	01035	2005	2005	13421
	Alabama	01	Conecuh County, AL	01035	2006	2006	13603
	Alabama	01	Conecuh County, AL	01035	2007	2007	13441
	Alabama	01	Conecuh County, AL	01035	2008	2008	13388
	Alabama	01	Conecuh County, AL	01035	2009	2009	13274
	Alabama	01	Conecuh County, AL	01035	2010	2010	13234
	Alabama	01	Conecuh County, AL	01035	2011	2011	13194
	Alabama	01	Conecuh County, AL	01035	2012	2012	13043
	Alabama	01	Conecuh County, AL	01035	2013	2013	12908
	Alabama	01	Conecuh County, AL	01035	2014	2014	12674
	Alabama	01	Conecuh County, AL	01035	2015	2015	12677
	Alabama	01	Coosa County, AL	01037	2003	2003	11732
	Alabama	01	Coosa County, AL	01037	2004	2004	11560
	Alabama	01	Coosa County, AL	01037	2005	2005	11467
	Alabama	01	Coosa County, AL	01037	2006	2006	11451
	Alabama	01	Coosa County, AL	01037	2007	2007	11439
	Alabama	01	Coosa County, AL	01037	2008	2008	11493
	Alabama	01	Coosa County, AL	01037	2009	2009	11410
	Alabama	01	Coosa County, AL	01037	2010	2010	11779
	Alabama	01	Coosa County, AL	01037	2011	2011	11483
	Alabama	01	Coosa County, AL	01037	2012	2012	11343
	Alabama	01	Coosa County, AL	01037	2013	2013	11252
	Alabama	01	Coosa County, AL	01037	2014	2014	11037
	Alabama	01	Coosa County, AL	01037	2015	2015	10935
	Alabama	01	Covington County, AL	01039	2003	2003	36860
	Alabama	01	Covington County, AL	01039	2004	2004	36806
	Alabama	01	Covington County, AL	01039	2005	2005	37204
	Alabama	01	Covington County, AL	01039	2006	2006	37441
	Alabama	01	Covington County, AL	01039	2007	2007	37631
	Alabama	01	Covington County, AL	01039	2008	2008	37545
	Alabama	01	Covington County, AL	01039	2009	2009	37648
	Alabama	01	Covington County, AL	01039	2010	2010	37810
	Alabama	01	Covington County, AL	01039	2011	2011	38023
	Alabama	01	Covington County, AL	01039	2012	2012	37809
	Alabama	01	Covington County, AL	01039	2013	2013	37820
	Alabama	01	Covington County, AL	01039	2014	2014	37766
	Alabama	01	Covington County, AL	01039	2015	2015	37566
	Alabama	01	Crenshaw County, AL	01041	2003	2003	13652
	Alabama	01	Crenshaw County, AL	01041	2004	2004	13727
	Alabama	01	Crenshaw County, AL	01041	2005	2005	13699
	Alabama	01	Crenshaw County, AL	01041	2006	2006	13880
	Alabama	01	Crenshaw County, AL	01041	2007	2007	13956
	Alabama	01	Crenshaw County, AL	01041	2008	2008	13922
	Alabama	01	Crenshaw County, AL	01041	2009	2009	14024
	Alabama	01	Crenshaw County, AL	01041	2010	2010	13868
	Alabama	01	Crenshaw County, AL	01041	2011	2011	13894
	Alabama	01	Crenshaw County, AL	01041	2012	2012	13914
	Alabama	01	Crenshaw County, AL	01041	2013	2013	13847
	Alabama	01	Crenshaw County, AL	01041	2014	2014	13851
	Alabama	01	Crenshaw County, AL	01041	2015	2015	13851
	Alabama	01	Cullman County, AL	01043	2003	2003	77657
	Alabama	01	Cullman County, AL	01043	2004	2004	78131
	Alabama	01	Cullman County, AL	01043	2005	2005	78692
	Alabama	01	Cullman County, AL	01043	2006	2006	79044
	Alabama	01	Cullman County, AL	01043	2007	2007	79576
	Alabama	01	Cullman County, AL	01043	2008	2008	80273
	Alabama	01	Cullman County, AL	01043	2009	2009	80351
	Alabama	01	Cullman County, AL	01043	2010	2010	80456
	Alabama	01	Cullman County, AL	01043	2011	2011	80419
	Alabama	01	Cullman County, AL	01043	2012	2012	80292
	Alabama	01	Cullman County, AL	01043	2013	2013	80704
	Alabama	01	Cullman County, AL	01043	2014	2014	81081
	Alabama	01	Cullman County, AL	01043	2015	2015	81771
	Alabama	01	Dale County, AL	01045	2003	2003	49215
	Alabama	01	Dale County, AL	01045	2004	2004	49245
	Alabama	01	Dale County, AL	01045	2005	2005	49050
	Alabama	01	Dale County, AL	01045	2006	2006	49077
	Alabama	01	Dale County, AL	01045	2007	2007	49488
	Alabama	01	Dale County, AL	01045	2008	2008	49871
	Alabama	01	Dale County, AL	01045	2009	2009	49854
	Alabama	01	Dale County, AL	01045	2010	2010	50396
	Alabama	01	Dale County, AL	01045	2011	2011	50134
	Alabama	01	Dale County, AL	01045	2012	2012	50313
	Alabama	01	Dale County, AL	01045	2013	2013	49807
	Alabama	01	Dale County, AL	01045	2014	2014	49465
	Alabama	01	Dale County, AL	01045	2015	2015	49428
	Alabama	01	Dallas County, AL	01047	2003	2003	45170
	Alabama	01	Dallas County, AL	01047	2004	2004	44795
	Alabama	01	Dallas County, AL	01047	2005	2005	44434
	Alabama	01	Dallas County, AL	01047	2006	2006	44323
	Alabama	01	Dallas County, AL	01047	2007	2007	44194
	Alabama	01	Dallas County, AL	01047	2008	2008	44265
	Alabama	01	Dallas County, AL	01047	2009	2009	43759
	Alabama	01	Dallas County, AL	01047	2010	2010	43855
	Alabama	01	Dallas County, AL	01047	2011	2011	43254
	Alabama	01	Dallas County, AL	01047	2012	2012	42794
	Alabama	01	Dallas County, AL	01047	2013	2013	41981
	Alabama	01	Dallas County, AL	01047	2014	2014	41560
	Alabama	01	Dallas County, AL	01047	2015	2015	40947
	Alabama	01	DeKalb County, AL	01049	2003	2003	66530
	Alabama	01	DeKalb County, AL	01049	2004	2004	67260
	Alabama	01	DeKalb County, AL	01049	2005	2005	67794
	Alabama	01	DeKalb County, AL	01049	2006	2006	68495
	Alabama	01	DeKalb County, AL	01049	2007	2007	69450
	Alabama	01	DeKalb County, AL	01049	2008	2008	70228
	Alabama	01	DeKalb County, AL	01049	2009	2009	70864
	Alabama	01	DeKalb County, AL	01049	2010	2010	71133
	Alabama	01	DeKalb County, AL	01049	2011	2011	71335
	Alabama	01	DeKalb County, AL	01049	2012	2012	70913
	Alabama	01	DeKalb County, AL	01049	2013	2013	70881
	Alabama	01	DeKalb County, AL	01049	2014	2014	70963
	Alabama	01	DeKalb County, AL	01049	2015	2015	71065
	Alabama	01	Elmore County, AL	01051	2003	2003	69935
	Alabama	01	Elmore County, AL	01051	2004	2004	71018
	Alabama	01	Elmore County, AL	01051	2005	2005	72978
	Alabama	01	Elmore County, AL	01051	2006	2006	75246
	Alabama	01	Elmore County, AL	01051	2007	2007	77124
	Alabama	01	Elmore County, AL	01051	2008	2008	77698
	Alabama	01	Elmore County, AL	01051	2009	2009	78632
	Alabama	01	Elmore County, AL	01051	2010	2010	79558
	Alabama	01	Elmore County, AL	01051	2011	2011	80005
	Alabama	01	Elmore County, AL	01051	2012	2012	80211
	Alabama	01	Elmore County, AL	01051	2013	2013	80557
	Alabama	01	Elmore County, AL	01051	2014	2014	80563
	Alabama	01	Elmore County, AL	01051	2015	2015	80903
	Alabama	01	Escambia County, AL	01053	2003	2003	37796
	Alabama	01	Escambia County, AL	01053	2004	2004	37713
	Alabama	01	Escambia County, AL	01053	2005	2005	37601
	Alabama	01	Escambia County, AL	01053	2006	2006	37673
	Alabama	01	Escambia County, AL	01053	2007	2007	37839
	Alabama	01	Escambia County, AL	01053	2008	2008	37929
	Alabama	01	Escambia County, AL	01053	2009	2009	38249
	Alabama	01	Escambia County, AL	01053	2010	2010	38352
	Alabama	01	Escambia County, AL	01053	2011	2011	38211
	Alabama	01	Escambia County, AL	01053	2012	2012	38029
	Alabama	01	Escambia County, AL	01053	2013	2013	37775
	Alabama	01	Escambia County, AL	01053	2014	2014	37749
	Alabama	01	Escambia County, AL	01053	2015	2015	37676
	Alabama	01	Etowah County, AL	01055	2003	2003	103025
	Alabama	01	Etowah County, AL	01055	2004	2004	103080
	Alabama	01	Etowah County, AL	01055	2005	2005	103174
	Alabama	01	Etowah County, AL	01055	2006	2006	103528
	Alabama	01	Etowah County, AL	01055	2007	2007	103893
	Alabama	01	Etowah County, AL	01055	2008	2008	104206
	Alabama	01	Etowah County, AL	01055	2009	2009	104239
	Alabama	01	Etowah County, AL	01055	2010	2010	104440
	Alabama	01	Etowah County, AL	01055	2011	2011	104356
	Alabama	01	Etowah County, AL	01055	2012	2012	104271
	Alabama	01	Etowah County, AL	01055	2013	2013	103891
	Alabama	01	Etowah County, AL	01055	2014	2014	103417
	Alabama	01	Etowah County, AL	01055	2015	2015	103033
	Alabama	01	Fayette County, AL	01057	2003	2003	18178
	Alabama	01	Fayette County, AL	01057	2004	2004	18022
	Alabama	01	Fayette County, AL	01057	2005	2005	18030
	Alabama	01	Fayette County, AL	01057	2006	2006	17767
	Alabama	01	Fayette County, AL	01057	2007	2007	17523
	Alabama	01	Fayette County, AL	01057	2008	2008	17541
	Alabama	01	Fayette County, AL	01057	2009	2009	17310
	Alabama	01	Fayette County, AL	01057	2010	2010	17232
	Alabama	01	Fayette County, AL	01057	2011	2011	17061
	Alabama	01	Fayette County, AL	01057	2012	2012	16955
	Alabama	01	Fayette County, AL	01057	2013	2013	16837
	Alabama	01	Fayette County, AL	01057	2014	2014	16784
	Alabama	01	Fayette County, AL	01057	2015	2015	16711
	Alabama	01	Franklin County, AL	01059	2003	2003	30874
	Alabama	01	Franklin County, AL	01059	2004	2004	30768
	Alabama	01	Franklin County, AL	01059	2005	2005	30968
	Alabama	01	Franklin County, AL	01059	2006	2006	31134
	Alabama	01	Franklin County, AL	01059	2007	2007	31004
	Alabama	01	Franklin County, AL	01059	2008	2008	31459
	Alabama	01	Franklin County, AL	01059	2009	2009	31589
	Alabama	01	Franklin County, AL	01059	2010	2010	31746
	Alabama	01	Franklin County, AL	01059	2011	2011	31776
	Alabama	01	Franklin County, AL	01059	2012	2012	31699
	Alabama	01	Franklin County, AL	01059	2013	2013	31566
	Alabama	01	Franklin County, AL	01059	2014	2014	31572
	Alabama	01	Franklin County, AL	01059	2015	2015	31532
	Alabama	01	Geneva County, AL	01061	2003	2003	25702
	Alabama	01	Geneva County, AL	01061	2004	2004	25772
	Alabama	01	Geneva County, AL	01061	2005	2005	25988
	Alabama	01	Geneva County, AL	01061	2006	2006	26271
	Alabama	01	Geneva County, AL	01061	2007	2007	26322
	Alabama	01	Geneva County, AL	01061	2008	2008	26646
	Alabama	01	Geneva County, AL	01061	2009	2009	26653
	Alabama	01	Geneva County, AL	01061	2010	2010	26778
	Alabama	01	Geneva County, AL	01061	2011	2011	26758
	Alabama	01	Geneva County, AL	01061	2012	2012	26928
	Alabama	01	Geneva County, AL	01061	2013	2013	26688
	Alabama	01	Geneva County, AL	01061	2014	2014	26605
	Alabama	01	Geneva County, AL	01061	2015	2015	26645
	Alabama	01	Greene County, AL	01063	2003	2003	9805
	Alabama	01	Greene County, AL	01063	2004	2004	9686
	Alabama	01	Greene County, AL	01063	2005	2005	9675
	Alabama	01	Greene County, AL	01063	2006	2006	9361
	Alabama	01	Greene County, AL	01063	2007	2007	9385
	Alabama	01	Greene County, AL	01063	2008	2008	9359
	Alabama	01	Greene County, AL	01063	2009	2009	9182
	Alabama	01	Greene County, AL	01063	2010	2010	8990
	Alabama	01	Greene County, AL	01063	2011	2011	8903
	Alabama	01	Greene County, AL	01063	2012	2012	8849
	Alabama	01	Greene County, AL	01063	2013	2013	8749
	Alabama	01	Greene County, AL	01063	2014	2014	8585
	Alabama	01	Greene County, AL	01063	2015	2015	8509
	Alabama	01	Hale County, AL	01065	2003	2003	17116
	Alabama	01	Hale County, AL	01065	2004	2004	16765
	Alabama	01	Hale County, AL	01065	2005	2005	16622
	Alabama	01	Hale County, AL	01065	2006	2006	16427
	Alabama	01	Hale County, AL	01065	2007	2007	16418
	Alabama	01	Hale County, AL	01065	2008	2008	16260
	Alabama	01	Hale County, AL	01065	2009	2009	16025
	Alabama	01	Hale County, AL	01065	2010	2010	15745
	Alabama	01	Hale County, AL	01065	2011	2011	15360
	Alabama	01	Hale County, AL	01065	2012	2012	15366
	Alabama	01	Hale County, AL	01065	2013	2013	15249
	Alabama	01	Hale County, AL	01065	2014	2014	15047
	Alabama	01	Hale County, AL	01065	2015	2015	15016
	Alabama	01	Henry County, AL	01067	2003	2003	16563
	Alabama	01	Henry County, AL	01067	2004	2004	16692
	Alabama	01	Henry County, AL	01067	2005	2005	16752
	Alabama	01	Henry County, AL	01067	2006	2006	16953
	Alabama	01	Henry County, AL	01067	2007	2007	17108
	Alabama	01	Henry County, AL	01067	2008	2008	17129
	Alabama	01	Henry County, AL	01067	2009	2009	17243
	Alabama	01	Henry County, AL	01067	2010	2010	17293
	Alabama	01	Henry County, AL	01067	2011	2011	17377
	Alabama	01	Henry County, AL	01067	2012	2012	17152
	Alabama	01	Henry County, AL	01067	2013	2013	17128
	Alabama	01	Henry County, AL	01067	2014	2014	17074
	Alabama	01	Henry County, AL	01067	2015	2015	17097
	Alabama	01	Houston County, AL	01069	2003	2003	91321
	Alabama	01	Houston County, AL	01069	2004	2004	92593
	Alabama	01	Houston County, AL	01069	2005	2005	93903
	Alabama	01	Houston County, AL	01069	2006	2006	95846
	Alabama	01	Houston County, AL	01069	2007	2007	97727
	Alabama	01	Houston County, AL	01069	2008	2008	99183
	Alabama	01	Houston County, AL	01069	2009	2009	100500
	Alabama	01	Houston County, AL	01069	2010	2010	101800
	Alabama	01	Houston County, AL	01069	2011	2011	102509
	Alabama	01	Houston County, AL	01069	2012	2012	103410
	Alabama	01	Houston County, AL	01069	2013	2013	103691
	Alabama	01	Houston County, AL	01069	2014	2014	104216
	Alabama	01	Houston County, AL	01069	2015	2015	104326
	Alabama	01	Jackson County, AL	01071	2003	2003	53711
	Alabama	01	Jackson County, AL	01071	2004	2004	53525
	Alabama	01	Jackson County, AL	01071	2005	2005	53332
	Alabama	01	Jackson County, AL	01071	2006	2006	53483
	Alabama	01	Jackson County, AL	01071	2007	2007	53333
	Alabama	01	Jackson County, AL	01071	2008	2008	53525
	Alabama	01	Jackson County, AL	01071	2009	2009	53461
	Alabama	01	Jackson County, AL	01071	2010	2010	53207
	Alabama	01	Jackson County, AL	01071	2011	2011	53240
	Alabama	01	Jackson County, AL	01071	2012	2012	53107
	Alabama	01	Jackson County, AL	01071	2013	2013	52986
	Alabama	01	Jackson County, AL	01071	2014	2014	52592
	Alabama	01	Jackson County, AL	01071	2015	2015	52229
	Alabama	01	Jefferson County, AL	01073	2003	2003	657513
	Alabama	01	Jefferson County, AL	01073	2004	2004	656023
	Alabama	01	Jefferson County, AL	01073	2005	2005	654919
	Alabama	01	Jefferson County, AL	01073	2006	2006	655893
	Alabama	01	Jefferson County, AL	01073	2007	2007	655163
	Alabama	01	Jefferson County, AL	01073	2008	2008	656510
	Alabama	01	Jefferson County, AL	01073	2009	2009	658441
	Alabama	01	Jefferson County, AL	01073	2010	2010	658230
	Alabama	01	Jefferson County, AL	01073	2011	2011	658175
	Alabama	01	Jefferson County, AL	01073	2012	2012	658183
	Alabama	01	Jefferson County, AL	01073	2013	2013	659434
